Accession	Start	Stop	Tool
NZ_CP014232.1	625744	626576	CRISPRDetect
NZ_CP014232.1	639681	641024	CRISPRDetect
NZ_CP014232.1	643050	643670	CRISPRDetect
NZ_CP014232.1	1225367	1225883	CRISPRDetect
NZ_CP014239.1	1018343	1018727	CRISPRDetect
NZ_CP014239.1	2037991	2038247	CRISPRDetect
NC_008095.1	4629007	4629213	CRISPRDetect
NC_008095.1	7294521	7294783	CRISPRDetect
NC_008095.1	8579181	8583255	CRISPRDetect
NC_008095.1	8858923	8859539	CRISPRDetect
NC_008095.1	8860814	8862429	CRISPRDetect
NC_008095.1	8884281	8888067	CRISPRDetect
NZ_CP011391.1	137126	139198	CRISPRDetect
NZ_CP011391.1	149152	149860	CRISPRDetect
NZ_CP011391.1	2168106	2170636	CRISPRDetect
NZ_AP014704.1	2896911	2897267	CRISPRDetect
NZ_AP014704.1	4981495	4981952	CRISPRDetect
NC_007498.2	1134549	1141349	CRISPRDetect
NZ_CP007205.2	297063	298234	CRISPRDetect
NZ_CP007205.2	1585725	1585932	CRISPRDetect
NZ_CP014536.1	3103035	3104451	CRISPRDetect
NZ_CP014536.1	3120583	3121832	CRISPRDetect
NZ_CP014634.1	1536901	1538759	CRISPRDetect
NZ_CP014544.1	1467402	1470249	CRISPRDetect
NZ_CP014744.1	1489060	1489513	CRISPRDetect
NZ_CP014749.1	1503365	1504790	CRISPRDetect
NZ_CP014749.1	1512911	1514413	CRISPRDetect
NZ_CP014749.1	3520427	3521120	CRISPRDetect
NZ_CP014749.1	3529826	3531795	CRISPRDetect
NZ_CP014749.1	3542564	3544727	CRISPRDetect
NC_009615.1	1380418	1380712	CRISPRDetect
NZ_CP014272.1	2979847	2980610	CRISPRDetect
NZ_CP014272.1	3006159	3006554	CRISPRDetect
NZ_CP014956.1	819665	820122	CRISPRDetect
NZ_CP012743.1	1169694	1171184	CRISPRDetect
NZ_CP015020.1	1886868	1887080	CRISPRDetect
NZ_CP014024.2	16433	16701	CRISPRDetect
NZ_CP014024.2	1446871	1447078	CRISPRDetect
NZ_CP014024.2	1468011	1468399	CRISPRDetect
NZ_CP014024.2	1541214	1542143	CRISPRDetect
NZ_CP014024.2	1551186	1551514	CRISPRDetect
NC_014205.1	193883	194173	CRISPRDetect
NC_014205.1	487286	487579	CRISPRDetect
NC_014205.1	541480	542092	CRISPRDetect
NC_014205.1	716213	716499	CRISPRDetect
NZ_CP012294.1	1237641	1239922	CRISPRDetect
NZ_CP014621.2	971538	972298	CRISPRDetect
NZ_CP014620.1	972653	973840	CRISPRDetect
NZ_CP014620.1	990154	990305	CRISPRDetect
NZ_CP014620.1	1610697	1611265	CRISPRDetect
NZ_CP010875.1	464180	464873	CRISPRDetect
NZ_CP010875.1	866399	867029	CRISPRDetect
NC_007946.1	886538	887048	CRISPRDetect
NC_007946.1	896106	896495	CRISPRDetect
NZ_CP014485.1	3395117	3395632	CRISPRDetect
NZ_CP014485.1	4643546	4643698	CRISPRDetect
NZ_CP014485.1	4648092	4648366	CRISPRDetect
NZ_CP014485.1	5106989	5107628	CRISPRDetect
NZ_CP014485.1	5365276	5365428	CRISPRDetect
NZ_CP014485.1	5630032	5630183	CRISPRDetect
NZ_CP014485.1	6635406	6635680	CRISPRDetect
NZ_CP014284.1	142731	142962	CRISPRDetect
NZ_CP015418.1	2466687	2468241	CRISPRDetect
NZ_CP015241.1	987092	987304	CRISPRDetect
NZ_CP015241.1	1012998	1013210	CRISPRDetect
NZ_CP015501.1	7545	8658	CRISPRDetect
NZ_CP014699.1	1192694	1194575	CRISPRDetect
NZ_CP014699.1	1207007	1207647	CRISPRDetect
NZ_CP014705.1	623697	627451	CRISPRDetect
NZ_CP015111.1	42388	42525	CRISPRDetect
NZ_CP015111.1	128174	128679	CRISPRDetect
NZ_CP015111.1	154610	154994	CRISPRDetect
NC_008148.1	262283	263240	CRISPRDetect
NC_008148.1	2300783	2302886	CRISPRDetect
NZ_CP015436.1	533823	534122	CRISPRDetect
NZ_CP015436.1	1303527	1303886	CRISPRDetect
NZ_CP015436.1	1330219	1332036	CRISPRDetect
NZ_CP015436.1	1343824	1344388	CRISPRDetect
NZ_CP015436.1	1364442	1365143	CRISPRDetect
NZ_CP015436.1	1382230	1382862	CRISPRDetect
NZ_CP015436.1	1404289	1404785	CRISPRDetect
NZ_CP015436.1	1426765	1428194	CRISPRDetect
NZ_CP015436.1	3133932	3134295	CRISPRDetect
NZ_CP015436.1	3263867	3266096	CRISPRDetect
NZ_CP015436.1	3275064	3276898	CRISPRDetect
NZ_CP016028.1	1130254	1131150	CRISPRDetect
NC_007759.1	601771	607586	CRISPRDetect
NC_007759.1	2747386	2752984	CRISPRDetect
NZ_CP013008.1	2779227	2779627	CRISPRDetect
NZ_CP013008.1	2784789	2785779	CRISPRDetect
NZ_CP013008.1	3438275	3439706	CRISPRDetect
NZ_CP013008.1	4044581	4047231	CRISPRDetect
NZ_CP013008.1	4117964	4121185	CRISPRDetect
NZ_CP013008.1	4989568	4991077	CRISPRDetect
NZ_CP012731.1	189953	190449	CRISPRDetect
NC_009434.1	4056654	4059478	CRISPRDetect
NC_008149.1	1221364	1221634	CRISPRDetect
NC_008149.1	2711070	2711278	CRISPRDetect
NZ_CP012744.1	1067886	1069376	CRISPRDetect
NZ_CP012972.1	2135532	2135684	CRISPRDetect
NZ_CP012970.1	2136105	2136257	CRISPRDetect
NZ_CP014890.1	1126697	1130887	CRISPRDetect
NC_008529.1	756215	757464	CRISPRDetect
NZ_CP016018.1	979356	979751	CRISPRDetect
NZ_CP016018.1	1005300	1006063	CRISPRDetect
NZ_CP015421.1	2431159	2432713	CRISPRDetect
NZ_CP015736.1	972268	973294	CRISPRDetect
NZ_CP015849.1	4580894	4582143	CRISPRDetect
NZ_CP015849.1	4591417	4592855	CRISPRDetect
NZ_CP015849.1	4604721	4606458	CRISPRDetect
NC_008532.1	649125	650218	CRISPRDetect
NC_008532.1	897070	897323	CRISPRDetect
NC_008532.1	1377229	1377795	CRISPRDetect
NZ_CP007121.1	125564	126343	CRISPRDetect
NZ_CP007121.1	306632	310796	CRISPRDetect
NZ_CP007121.1	625089	626268	CRISPRDetect
NZ_CP007121.1	923880	925387	CRISPRDetect
NZ_CP014278.2	1264178	1264412	CRISPRDetect
NZ_CP014527.1	151177	151606	CRISPRDetect
NZ_CP011120.1	952912	953604	CRISPRDetect
NZ_CP011292.1	3984349	3986940	CRISPRDetect
NC_009009.1	1277796	1280892	CRISPRDetect
NZ_CP015409.2	1424526	1425833	CRISPRDetect
NZ_CP015409.2	1434304	1434789	CRISPRDetect
NZ_CP015438.1	714007	715569	CRISPRDetect
NZ_CP014883.1	5765	5929	CRISPRDetect
NZ_CP016546.1	3552811	3553999	CRISPRDetect
NZ_CP016546.1	3573413	3574234	CRISPRDetect
NZ_CP016592.1	1851317	1852011	CRISPRDetect
NZ_CP032279.1	517405	520734	CRISPRDetect
NZ_CP032279.1	522167	522495	CRISPRDetect
NC_014729.1	838750	839111	CRISPRDetect
NZ_CP016648.1	1525158	1525392	CRISPRDetect
NZ_CP016648.1	1525592	1525826	CRISPRDetect
NZ_CP016650.1	2170642	2170876	CRISPRDetect
NZ_CP016650.1	2171076	2171310	CRISPRDetect
NC_008595.1	279269	280042	CRISPRDetect
NZ_CP016670.1	1130914	1131148	CRISPRDetect
NZ_CP016670.1	1131348	1131582	CRISPRDetect
NZ_CP016672.1	2104001	2105687	CRISPRDetect
NZ_CP013854.1	1333943	1334216	CRISPRDetect
NZ_CP016667.1	1531000	1531234	CRISPRDetect
NZ_CP016667.1	1531434	1531668	CRISPRDetect
NZ_CP015500.1	840433	843083	CRISPRDetect
NZ_CP016661.1	1230357	1230591	CRISPRDetect
NZ_CP016661.1	1230791	1231025	CRISPRDetect
NZ_CP014907.1	134553	135515	CRISPRDetect
NZ_CP015157.1	3072901	3074378	CRISPRDetect
NZ_CP015157.1	3090510	3092125	CRISPRDetect
NZ_CP016830.1	3634922	3637051	CRISPRDetect
NZ_CP016563.1	3004437	3006101	CRISPRDetect
NZ_CP016563.1	3022359	3023485	CRISPRDetect
NZ_CP016576.1	3004424	3006088	CRISPRDetect
NZ_CP016576.1	3022346	3023472	CRISPRDetect
NZ_CP014872.1	134553	136044	CRISPRDetect
NZ_CP016888.1	3117451	3118522	CRISPRDetect
NZ_CP016525.1	3004417	3006026	CRISPRDetect
NZ_CP016525.1	3022284	3023410	CRISPRDetect
NZ_CM004509.1	977592	977927	CRISPRDetect
NZ_CM004509.1	1190809	1191448	CRISPRDetect
NZ_CM004509.1	2725607	2726063	CRISPRDetect
NZ_CM004509.1	2728704	2728977	CRISPRDetect
NZ_CM004509.1	2730622	2731017	CRISPRDetect
NZ_CM004509.1	2826218	2826430	CRISPRDetect
NZ_CP016453.1	626954	627190	CRISPRDetect
NZ_CP016453.1	628381	628814	CRISPRDetect
NZ_CP012394.1	968165	968357	CRISPRDetect
NC_008212.1	1383311	1383471	CRISPRDetect
NZ_CP016328.1	1779326	1779782	CRISPRDetect
NZ_CP016328.1	1853637	1854441	CRISPRDetect
NZ_CP016205.1	562371	565201	CRISPRDetect
NZ_CP016205.1	844888	845211	CRISPRDetect
NZ_CP016205.1	944737	949692	CRISPRDetect
NZ_CP016205.1	1035020	1036933	CRISPRDetect
NZ_CP016205.1	1051134	1052468	CRISPRDetect
NZ_CP016794.1	3115107	3116178	CRISPRDetect
NZ_CP013663.1	3402782	3403420	CRISPRDetect
NZ_CP013663.1	3430468	3431717	CRISPRDetect
NC_008709.1	1948487	1951263	CRISPRDetect
NZ_CP016824.1	1873755	1873908	CRISPRDetect
NZ_CP016824.1	2167012	2167163	CRISPRDetect
NZ_CP016824.1	4295850	4296002	CRISPRDetect
NZ_CP016824.1	5175188	5175339	CRISPRDetect
NZ_CP016824.1	6068153	6068301	CRISPRDetect
NZ_CP013031.1	3656466	3656739	CRISPRDetect
NZ_CP013031.1	3674972	3675856	CRISPRDetect
NZ_CP017071.1	238410	238776	CRISPRDetect
NZ_CP017071.1	245892	246060	CRISPRDetect
NZ_CP017071.1	250091	250320	CRISPRDetect
NZ_CP017071.1	252784	253210	CRISPRDetect
NZ_CP017071.1	1956140	1957447	CRISPRDetect
NZ_CP016671.1	38	338	CRISPRDetect
NZ_CP016671.1	2179221	2180511	CRISPRDetect
NZ_CP016349.1	1285616	1286013	CRISPRDetect
NC_014961.1	969467	972320	CRISPRDetect
NC_014961.1	1000324	1003301	CRISPRDetect
NC_014961.1	1028458	1032540	CRISPRDetect
NZ_CP016190.1	819659	820116	CRISPRDetect
NC_008340.1	1073961	1079603	CRISPRDetect
NZ_CP016358.1	4517048	4517196	CRISPRDetect
NZ_CP016666.1	980255	980489	CRISPRDetect
NZ_CP016666.1	980689	980923	CRISPRDetect
NZ_CP020029.1	1360957	1361169	CRISPRDetect
NZ_CP020029.1	1490703	1491326	CRISPRDetect
NZ_CP020029.1	1492204	1493551	CRISPRDetect
NZ_CP012745.1	1271020	1273548	CRISPRDetect
NZ_CP017316.1	2552090	2552262	CRISPRDetect
NZ_CP017316.1	5437562	5441032	CRISPRDetect
NZ_CP017316.1	5451235	5452547	CRISPRDetect
NZ_CP016683.1	1878312	1878546	CRISPRDetect
NZ_CP016683.1	1878746	1878980	CRISPRDetect
NZ_CP016856.1	194223	194373	CRISPRDetect
NZ_CP016856.1	1973320	1973467	CRISPRDetect
NZ_CP017019.1	479330	485795	CRISPRDetect
NZ_CP017019.1	487564	489919	CRISPRDetect
NZ_CP017019.1	492425	492653	CRISPRDetect
NZ_CP017019.1	1931046	1932959	CRISPRDetect
NZ_CP017019.1	1935464	1938936	CRISPRDetect
NC_017276.1	725209	732591	CRISPRDetect
NC_017276.1	736642	742630	CRISPRDetect
NZ_CP014568.1	691002	691230	CRISPRDetect
NZ_CP012694.1	2048542	2049766	CRISPRDetect
NZ_CP017446.1	1117827	1118039	CRISPRDetect
NZ_CP017440.1	1122333	1122545	CRISPRDetect
NZ_CP016813.1	2698232	2698749	CRISPRDetect
NZ_CP016813.1	2707502	2708201	CRISPRDetect
NZ_CP017298.1	348416	350542	CRISPRDetect
NZ_CP017298.1	503771	504558	CRISPRDetect
NZ_CP017298.1	1006038	1007055	CRISPRDetect
NZ_CP017298.1	1327772	1333289	CRISPRDetect
NZ_CP017298.1	1333404	1339167	CRISPRDetect
NZ_CP016870.1	2369247	2372457	CRISPRDetect
NZ_CP016870.1	2372823	2373573	CRISPRDetect
NZ_CP016872.1	2334692	2338022	CRISPRDetect
NZ_CP016873.1	1848007	1851337	CRISPRDetect
NZ_CP017037.1	1086392	1087683	CRISPRDetect
NZ_CP017249.1	1073009	1073221	CRISPRDetect
NZ_CP013679.1	867936	873011	CRISPRDetect
NZ_CP012969.1	1118998	1124665	CRISPRDetect
NC_011420.2	1984942	1985801	CRISPRDetect
NC_011420.2	3012115	3015058	CRISPRDetect
NC_011420.2	3431850	3432978	CRISPRDetect
NC_011420.2	3434641	3434926	CRISPRDetect
NC_011420.2	3435440	3436872	CRISPRDetect
NC_011420.2	3607001	3609078	CRISPRDetect
NZ_CP017184.1	1503019	1504249	CRISPRDetect
NZ_CP017184.1	1520404	1521513	CRISPRDetect
NZ_CP017184.1	1531065	1532054	CRISPRDetect
NC_009457.1	2836101	2838509	CRISPRDetect
NC_009253.1	586379	587744	CRISPRDetect
NC_009253.1	1079904	1083391	CRISPRDetect
NC_009253.1	1764821	1766002	CRISPRDetect
NC_009253.1	1768139	1768719	CRISPRDetect
NZ_CP013190.1	1068735	1069618	CRISPRDetect
NZ_CP013190.1	1095167	1096477	CRISPRDetect
NZ_CP012584.1	2935079	2936847	CRISPRDetect
NZ_CP012584.1	2945361	2945929	CRISPRDetect
NZ_CP015416.1	722288	723665	CRISPRDetect
NZ_CP015416.1	724349	725038	CRISPRDetect
NZ_CP015416.1	725940	728429	CRISPRDetect
NZ_CP015416.1	739104	740632	CRISPRDetect
NZ_CP017675.1	195942	198316	CRISPRDetect
NZ_CP017675.1	646348	647772	CRISPRDetect
NZ_CP017675.1	670588	673043	CRISPRDetect
NZ_CP017675.1	1396711	1399195	CRISPRDetect
NZ_CP017675.1	2203094	2204787	CRISPRDetect
NZ_CP017675.1	2205009	2206338	CRISPRDetect
NZ_CP017968.3	2409761	2411285	CRISPRDetect
NZ_CP017968.3	2420400	2420846	CRISPRDetect
NZ_CP017968.3	2427332	2427768	CRISPRDetect
NZ_CP017968.3	2428879	2429112	CRISPRDetect
NZ_CP017969.1	1309502	1310130	CRISPRDetect
NZ_CP013475.1	3101093	3102164	CRISPRDetect
NZ_CP011318.1	912153	912306	CRISPRDetect
NC_015636.1	103466	105102	CRISPRDetect
NC_015636.1	206578	207147	CRISPRDetect
NC_015636.1	224644	230899	CRISPRDetect
NC_015636.1	1302586	1304622	CRISPRDetect
NC_015636.1	1529273	1531190	CRISPRDetect
NC_015636.1	1629401	1633833	CRISPRDetect
NC_015151.1	1377767	1379911	CRISPRDetect
NC_015151.1	1452274	1453136	CRISPRDetect
NC_015151.1	1469719	1470871	CRISPRDetect
NC_015151.1	1482074	1482365	CRISPRDetect
NZ_CP017965.1	2415322	2416450	CRISPRDetect
NZ_CP017965.1	2421730	2422614	CRISPRDetect
NZ_CP017965.1	2429557	2430442	CRISPRDetect
NZ_CP017965.1	2483137	2483839	CRISPRDetect
NZ_CP017965.1	2835985	2836320	CRISPRDetect
NZ_CP017965.1	5897752	5901562	CRISPRDetect
NZ_CP017965.1	6372981	6373133	CRISPRDetect
NZ_CP017617.1	2992912	2993797	CRISPRDetect
NZ_CP017617.1	3009928	3010675	CRISPRDetect
NZ_CP014618.1	217058	217987	CRISPRDetect
NZ_CP014618.1	2276956	2278123	CRISPRDetect
NZ_CP009246.1	2676761	2678609	CRISPRDetect
NZ_CP017448.1	1635022	1635413	CRISPRDetect
NZ_CP017448.1	1840007	1840612	CRISPRDetect
NZ_CP040687.1	890913	892130	CRISPRDetect
NZ_CP040687.1	893222	899163	CRISPRDetect
NZ_CP019407.1	2969410	2970538	CRISPRDetect
NZ_CP019407.1	2986824	2987340	CRISPRDetect
NC_009012.1	716798	720143	CRISPRDetect
NC_009012.1	1712609	1719090	CRISPRDetect
NC_009012.1	2729744	2741082	CRISPRDetect
NC_009012.1	3785203	3791137	CRISPRDetect
NC_009012.1	3813209	3816349	CRISPRDetect
NZ_CP018140.1	1057946	1060108	CRISPRDetect
NZ_CP018245.1	3639901	3640113	CRISPRDetect
NZ_CP018687.1	116607	117728	CRISPRDetect
NZ_CP015940.1	26625	28093	CRISPRDetect
NZ_CP017871.1	354072	354702	CRISPRDetect
NZ_CP010133.1	642167	642315	CRISPRDetect
NZ_CP010133.1	3598803	3599137	CRISPRDetect
NZ_CP010133.1	3617376	3617710	CRISPRDetect
NZ_CP010237.1	2898902	2899358	CRISPRDetect
NZ_CP010237.1	2917589	2917862	CRISPRDetect
NZ_CP010237.1	4882661	4882864	CRISPRDetect
NZ_CP015382.1	1069045	1071451	CRISPRDetect
NZ_CP022715.1	1397042	1398149	CRISPRDetect
NZ_CP017478.1	595169	597866	CRISPRDetect
NZ_CP016312.1	1443256	1443981	CRISPRDetect
NZ_CP016312.1	1713219	1714219	CRISPRDetect
NZ_CP018339.1	75291	76111	CRISPRDetect
NC_009486.1	523936	524235	CRISPRDetect
NC_009486.1	536387	537216	CRISPRDetect
NC_009486.1	568240	568734	CRISPRDetect
NC_009486.1	940034	941262	CRISPRDetect
NC_009486.1	1107492	1110145	CRISPRDetect
NC_009486.1	1171790	1172615	CRISPRDetect
NC_009486.1	1372310	1372744	CRISPRDetect
NC_006823.1	55	580	CRISPRDetect
NC_006823.1	4003	4909	CRISPRDetect
NZ_CP018101.1	1381020	1384767	CRISPRDetect
NC_009439.1	4137496	4139848	CRISPRDetect
NC_009439.1	4149156	4150163	CRISPRDetect
NZ_CP018030.1	130951	131455	CRISPRDetect
NZ_CP016012.1	941275	942461	CRISPRDetect
NZ_CP016012.1	959130	960746	CRISPRDetect
NZ_CP016012.1	1671265	1671833	CRISPRDetect
NZ_CP016635.1	800288	801119	CRISPRDetect
NZ_CP016635.1	1535141	1536786	CRISPRDetect
NZ_CP017961.1	192840	193404	CRISPRDetect
NZ_CP017961.1	971683	972311	CRISPRDetect
NZ_CP017961.1	1490292	1490621	CRISPRDetect
NZ_CP017267.1	680341	681499	CRISPRDetect
NZ_CP032194.1	2132012	2134483	CRISPRDetect
NZ_CP032194.1	2151028	2153660	CRISPRDetect
NZ_CP033908.1	1333619	1333980	CRISPRDetect
NZ_CP033193.2	895951	900909	CRISPRDetect
NZ_CP017510.1	1498229	1498593	CRISPRDetect
NZ_CP046374.1	359002	359594	CRISPRDetect
NZ_CP046374.1	2046217	2047779	CRISPRDetect
NZ_CP013477.1	2793712	2794635	CRISPRDetect
NZ_CP013477.1	2803159	2804266	CRISPRDetect
NZ_CP013477.1	4112483	4113549	CRISPRDetect
NZ_CP013477.1	4122720	4123480	CRISPRDetect
NZ_CP010157.1	1147090	1147485	CRISPRDetect
NZ_CP010157.1	1173186	1174618	CRISPRDetect
NZ_CP009423.1	2297016	2297167	CRISPRDetect
NZ_CP009423.1	2420930	2421126	CRISPRDetect
NZ_CP033348.2	952391	953273	CRISPRDetect
NZ_CP033348.2	962680	963809	CRISPRDetect
NC_009483.1	995047	996845	CRISPRDetect
NC_009483.1	3158805	3158985	CRISPRDetect
NZ_CP009503.1	3179668	3183451	CRISPRDetect
NZ_CP009503.1	3192212	3196903	CRISPRDetect
NZ_CP009503.1	3526414	3529798	CRISPRDetect
NC_009714.1	350604	355313	CRISPRDetect
NZ_CP031218.1	1750588	1751084	CRISPRDetect
NZ_CP031218.1	2155655	2158152	CRISPRDetect
NZ_CP009204.1	3119185	3120469	CRISPRDetect
NZ_CP009204.1	3122585	3123577	CRISPRDetect
NZ_CP021388.1	1701249	1705541	CRISPRDetect
NZ_CP031879.1	2257677	2258545	CRISPRDetect
NZ_CP029954.1	2902630	2903052	CRISPRDetect
NZ_CP036177.1	1070121	1070394	CRISPRDetect
NZ_CP036177.1	1095943	1096645	CRISPRDetect
NZ_CP018644.1	1234481	1235181	CRISPRDetect
NZ_CP018644.1	1251333	1251912	CRISPRDetect
NZ_CP031620.1	606240	606403	CRISPRDetect
NZ_CP031620.1	1058240	1058543	CRISPRDetect
NZ_CP023011.2	939102	939402	CRISPRDetect
NZ_CP023011.2	2113036	2113204	CRISPRDetect
NZ_CP020991.1	498475	498726	CRISPRDetect
NZ_CP020991.1	875017	875456	CRISPRDetect
NZ_CP020991.1	1736390	1736556	CRISPRDetect
NZ_CP014362.1	2297196	2297347	CRISPRDetect
NZ_CP031032.1	65243	71874	CRISPRDetect
NZ_CP031032.1	72434	73295	CRISPRDetect
NZ_CP036514.1	1128616	1129064	CRISPRDetect
NZ_CP036514.1	2784473	2784801	CRISPRDetect
NZ_CP033350.2	1032918	1033739	CRISPRDetect
NZ_CP033350.2	1050379	1052118	CRISPRDetect
NZ_CP044016.1	668092	668318	CRISPRDetect
NC_019792.1	3413161	3421255	CRISPRDetect
NZ_AP018052.1	1407314	1413106	CRISPRDetect
NZ_AP018052.1	2152680	2152900	CRISPRDetect
NZ_AP018052.1	2966522	2971623	CRISPRDetect
NZ_CP032621.1	1611910	1613993	CRISPRDetect
NZ_CP017537.1	1070197	1071301	CRISPRDetect
NZ_CP016076.1	936938	937208	CRISPRDetect
NZ_CP016076.1	2218522	2218792	CRISPRDetect
NZ_CP016076.1	2236413	2237052	CRISPRDetect
NZ_CP016076.1	2264489	2264944	CRISPRDetect
NZ_CP016076.1	2479012	2479418	CRISPRDetect
NZ_CP016076.1	2504157	2504428	CRISPRDetect
NZ_CP016076.1	3113702	3114477	CRISPRDetect
NZ_CP016076.1	3123936	3124935	CRISPRDetect
NZ_CP016076.1	3583528	3584082	CRISPRDetect
NZ_CP016076.1	3593586	3594675	CRISPRDetect
NZ_CP016076.1	4141873	4142416	CRISPRDetect
NZ_CP016076.1	4149099	4150649	CRISPRDetect
NZ_CP016076.1	4153631	4154876	CRISPRDetect
NZ_CP016076.1	4170721	4171273	CRISPRDetect
NZ_CP016076.1	4176311	4176644	CRISPRDetect
NZ_CP016076.1	4205596	4206589	CRISPRDetect
NZ_CP016076.1	4282076	4282287	CRISPRDetect
NZ_CP016076.1	4938844	4939116	CRISPRDetect
NZ_CP016076.1	5342533	5342864	CRISPRDetect
NZ_CP016076.1	5793240	5793633	CRISPRDetect
NZ_CP017251.1	1073050	1073262	CRISPRDetect
NC_006624.1	372963	374073	CRISPRDetect
NC_006624.1	468981	470567	CRISPRDetect
NC_006624.1	833495	835985	CRISPRDetect
NZ_CP011532.1	852202	857620	CRISPRDetect
NZ_CP013478.1	2793712	2794635	CRISPRDetect
NZ_CP013478.1	2803159	2804266	CRISPRDetect
NZ_CP013478.1	4112486	4113552	CRISPRDetect
NZ_CP013478.1	4122723	4123483	CRISPRDetect
NZ_CP010132.1	2645863	2646011	CRISPRDetect
NZ_CP010132.1	4692383	4692717	CRISPRDetect
NZ_CP010132.1	4710956	4711290	CRISPRDetect
NZ_CP010833.1	27744	28017	CRISPRDetect
NZ_CP010833.1	3636680	3637014	CRISPRDetect
NZ_CP010833.1	3782744	3782895	CRISPRDetect
NZ_CP010833.1	5739021	5741065	CRISPRDetect
NZ_CP017458.1	200541	201303	CRISPRDetect
NZ_CM007645.1	3113269	3114116	CRISPRDetect
NZ_CP018102.1	489163	489795	CRISPRDetect
NZ_CP018686.1	1057934	1060096	CRISPRDetect
NZ_CP040604.1	4038094	4042323	CRISPRDetect
NZ_CP009174.1	3119185	3120469	CRISPRDetect
NZ_CP009174.1	3121862	3123577	CRISPRDetect
NZ_CP018912.1	2342174	2343986	CRISPRDetect
NZ_CP018912.1	2900948	2901955	CRISPRDetect
NZ_CP019167.1	2499038	2499648	CRISPRDetect
NZ_CP018796.1	925472	925806	CRISPRDetect
NZ_CP018796.1	965354	965565	CRISPRDetect
NZ_CP018796.1	993148	993605	CRISPRDetect
NZ_CP016628.1	1118926	1119260	CRISPRDetect
NZ_CP016628.1	1134761	1135278	CRISPRDetect
NZ_CP013242.1	926917	927077	CRISPRDetect
NZ_CP013242.1	927357	927712	CRISPRDetect
NZ_CP018858.1	4272755	4274042	CRISPRDetect
NZ_CP019165.1	2465719	2466329	CRISPRDetect
NZ_CP018099.1	2441255	2442379	CRISPRDetect
NZ_CP018099.1	2540277	2540549	CRISPRDetect
NZ_CP018099.1	2541163	2541986	CRISPRDetect
NZ_CP018099.1	3373049	3375861	CRISPRDetect
NZ_CP018099.1	4498966	4500980	CRISPRDetect
NZ_CP009247.1	225986	230896	CRISPRDetect
NZ_CP009247.1	1854300	1854451	CRISPRDetect
NZ_CP009247.1	2132966	2135068	CRISPRDetect
NZ_CP019204.1	946615	947863	CRISPRDetect
NZ_CP019204.1	964122	965068	CRISPRDetect
NZ_CP019204.1	1615438	1616006	CRISPRDetect
NZ_CP018237.1	3629797	3630009	CRISPRDetect
NZ_CP010206.1	369417	370178	CRISPRDetect
NZ_CP010206.1	385679	386196	CRISPRDetect
NZ_CP016916.1	2273	2435	CRISPRDetect
NZ_CP016916.1	9938	11299	CRISPRDetect
NZ_CP016916.1	355293	355990	CRISPRDetect
NZ_CP016916.1	1052520	1054425	CRISPRDetect
NZ_CP016916.1	2529363	2531597	CRISPRDetect
NZ_CP016916.1	2541048	2543345	CRISPRDetect
NZ_CP016916.1	2552581	2552941	CRISPRDetect
NZ_CP016916.1	3859207	3859369	CRISPRDetect
NZ_CP016916.1	3866884	3867976	CRISPRDetect
NZ_CP019030.1	1768888	1770309	CRISPRDetect
NZ_CP010121.1	1346488	1346822	CRISPRDetect
NZ_CP010121.1	1372445	1372962	CRISPRDetect
NZ_CP010178.1	2683669	2684308	CRISPRDetect
NZ_CP010178.1	2710007	2710829	CRISPRDetect
NZ_CP018134.1	1031238	1031425	CRISPRDetect
NC_009706.1	2367159	2367910	CRISPRDetect
NC_009706.1	2822947	2823766	CRISPRDetect
NC_009706.1	2825194	2825616	CRISPRDetect
NC_009706.1	2835087	2836692	CRISPRDetect
NC_009706.1	3578641	3579857	CRISPRDetect
NZ_CP018304.1	3106709	3107921	CRISPRDetect
NZ_CP018304.1	3109314	3110812	CRISPRDetect
NZ_CP010163.1	1231913	1232613	CRISPRDetect
NZ_CP010163.1	1261108	1261564	CRISPRDetect
NZ_CP010163.1	3146607	3146810	CRISPRDetect
NZ_CM007622.1	1402511	1402810	CRISPRDetect
NZ_CM007622.1	2343558	2344778	CRISPRDetect
NC_009381.1	1592284	1592613	CRISPRDetect
NC_009381.1	2121589	2121979	CRISPRDetect
NC_009381.1	3032944	3033334	CRISPRDetect
NZ_CP013686.1	2732764	2733123	CRISPRDetect
NZ_CP013686.1	2733378	2733535	CRISPRDetect
NZ_CP010122.1	1549341	1550712	CRISPRDetect
NZ_CP010122.1	1576411	1577233	CRISPRDetect
NZ_CP018778.1	3119188	3120472	CRISPRDetect
NZ_CP018778.1	3121865	3123574	CRISPRDetect
NC_009718.1	1019473	1031295	CRISPRDetect
NC_009718.1	1506355	1507354	CRISPRDetect
NZ_CP018331.1	1725887	1726307	CRISPRDetect
NZ_CP010231.1	2181370	2181704	CRISPRDetect
NZ_CP010231.1	2208753	2209270	CRISPRDetect
NZ_CP018847.1	976634	977921	CRISPRDetect
NZ_CP018847.1	1921323	1921598	CRISPRDetect
NZ_CP019414.1	2830681	2831016	CRISPRDetect
NZ_CP019414.1	2840105	2840316	CRISPRDetect
NZ_CP018770.2	831537	831993	CRISPRDetect
NZ_CP018770.2	857541	859216	CRISPRDetect
NZ_CP019213.3	969564	971100	CRISPRDetect
NZ_CP019213.3	996649	997593	CRISPRDetect
NC_009438.1	2076690	2081583	CRISPRDetect
